Year,Attribute,Value
1974,"Intermediate goods: Purchased services: Quantity (million, $2015)",36884.11363
1974,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.223176176
1974,"Intermediate goods: Other intermediate: Quantity (million, $2015)",3901.048111
1975,"Total output: Price (index, 2015=1)",0.462437907
1975,"Total output: Quantity (million, $2015)",229233.1574
1975,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.368457717
1975,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",103156.0653
1975,"Livestock and products: Meat animals: Price (index, 2015=1)",0.289151299
1975,"Livestock and products: Meat animals: Quantity (million, $2015)",70490.03863
1975,"Livestock and products: Dairy: Price (index, 2015=1)",0.514157456
1975,"Livestock and products: Dairy: Quantity (million, $2015)",19298.62707
1975,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.443528815
1975,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",15263.01286
1975,"Crops: All crops: Price (index, 2015=1)",0.55124366
1975,"Crops: All crops: Quantity (million, $2015)",117504.2996
1975,"Crops: Food grains: Price (index, 2015=1)",0.720137252
1975,"Crops: Food grains: Quantity (million, $2015)",12367.9981
1975,"Crops: Feed crops: Price (index, 2015=1)",0.587784263
1975,"Crops: Feed crops: Quantity (million, $2015)",49049.43525
1975,"Crops: Oil crops: Price (index, 2015=1)",0.567772505
1975,"Crops: Oil crops: Quantity (million, $2015)",16258.70101
1975,"Crops: Vegetables and melons: Price (index, 2015=1)",0.408292072
1975,"Crops: Vegetables and melons: Quantity (million, $2015)",13093.85208
1975,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.225803314
1975,"Crops: Fruits and tree nuts: Quantity (million, $2015)",15778.1918
1975,"Crops: Other crops 2/: Price (index, 2015=1)",0.559600934
1975,"Crops: Other crops 2/: Quantity (million, $2015)",15489.11727
1975,"Farm-related output 3/: Price (index, 2015=1)",0.2636209
1975,"Farm-related output 3/: Quantity (million, $2015)",12229.50458
1975,"Total farm inputs: Price (index, 2015=1)",0.268020643
1975,"Total farm inputs: Quantity (million, $2015)",395514.6894
1975,"Capital: All capital: Price (index, 2015=1)",0.302754918
1975,"Capital: All capital: Quantity (million, $2015)",117209.5505
1975,"Capital: Durable equipment: Price (index, 2015=1)",0.234837026
1975,"Capital: Durable equipment: Quantity (million, $2015)",30620.23282
1975,"Capital: Service buildings: Price (index, 2015=1)",0.224579546
1975,"Capital: Service buildings: Quantity (million, $2015)",8722.988378
1975,"Capital: Land: Price (index, 2015=1)",0.398000103
1975,"Capital: Land: Quantity (million, $2015)",64958.84504
1975,"Capital: Inventories: Price (index, 2015=1)",0.09436636
1975,"Capital: Inventories: Quantity (million, $2015)",5111.690835
1975,"Labor: All labor: Price (index, 2015=1)",0.148039499
1975,"Labor: All labor: Quantity (million, $2015)",122609.2219
1975,"Labor: Hired labor: Price (index, 2015=1)",0.151488146
1975,"Labor: Hired labor: Quantity (million, $2015)",43199.92691
1975,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.146333458
1975,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",79317.00008
1975,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.326507579
1975,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",160392.3746
1975,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.387834744
1975,"Intermediate goods: Feed and seed: Quantity (million, $2015)",76335.27747
1975,"Intermediate goods: Energy: Price (index, 2015=1)",0.1301464
1975,"Intermediate goods: Energy: Quantity (million, $2015)",30104.56521
1975,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.360855319
1975,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",18456.15028
1975,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.780033384
1975,"Intermediate goods: Pesticides: Quantity (million, $2015)",2285.799603
1975,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.247271657
1975,"Intermediate goods: Purchased services: Quantity (million, $2015)",38212.90084
1975,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.254026114
1975,"Intermediate goods: Other intermediate: Quantity (million, $2015)",3755.066692
1976,"Total output: Price (index, 2015=1)",0.468482427
1976,"Total output: Quantity (million, $2015)",230294.1543
1976,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.382227886
1976,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",106565.2602
1976,"Livestock and products: Meat animals: Price (index, 2015=1)",0.295091422
1976,"Livestock and products: Meat animals: Quantity (million, $2015)",72130.34694
1976,"Livestock and products: Dairy: Price (index, 2015=1)",0.567516521
1976,"Livestock and products: Dairy: Quantity (million, $2015)",20137.66046
1976,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.435106811
1976,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",16321.82678
1976,"Crops: All crops: Price (index, 2015=1)",0.548438301
1976,"Crops: All crops: Quantity (million, $2015)",116684.092
1976,"Crops: Food grains: Price (index, 2015=1)",0.643284067
1976,"Crops: Food grains: Quantity (million, $2015)",12301.47356
1976,"Crops: Feed crops: Price (index, 2015=1)",0.570141209
1976,"Crops: Feed crops: Quantity (million, $2015)",49533.51235
1976,"Crops: Oil crops: Price (index, 2015=1)",0.606641107
1976,"Crops: Oil crops: Quantity (million, $2015)",13893.97676
1976,"Crops: Vegetables and melons: Price (index, 2015=1)",0.388247395
1976,"Crops: Vegetables and melons: Quantity (million, $2015)",13480.50012
1976,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.243222609
1976,"Crops: Fruits and tree nuts: Quantity (million, $2015)",15270.24572
1976,"Crops: Other crops 2/: Price (index, 2015=1)",0.621421163
1976,"Crops: Other crops 2/: Quantity (million, $2015)",16468.1955
1976,"Farm-related output 3/: Price (index, 2015=1)",0.287161933
1976,"Farm-related output 3/: Quantity (million, $2015)",11013.03702
1976,"Total farm inputs: Price (index, 2015=1)",0.263449431
1976,"Total farm inputs: Quantity (million, $2015)",409523.6191
1976,"Capital: All capital: Price (index, 2015=1)",0.263317697
1976,"Capital: All capital: Quantity (million, $2015)",118427.6705
1976,"Capital: Durable equipment: Price (index, 2015=1)",0.255670486
1976,"Capital: Durable equipment: Quantity (million, $2015)",31392.83612
1976,"Capital: Service buildings: Price (index, 2015=1)",0.243619975
1976,"Capital: Service buildings: Quantity (million, $2015)",8802.5815
1976,"Capital: Land: Price (index, 2015=1)",0.314299166
1976,"Capital: Land: Quantity (million, $2015)",65276.28684
1976,"Capital: Inventories: Price (index, 2015=1)",0.091391821
1976,"Capital: Inventories: Quantity (million, $2015)",5439.354795
1976,"Labor: All labor: Price (index, 2015=1)",0.164710388
1976,"Labor: All labor: Quantity (million, $2015)",120838.0291
1976,"Labor: Hired labor: Price (index, 2015=1)",0.168560214
1976,"Labor: Hired labor: Quantity (million, $2015)",43683.53108
1976,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.162805102
1976,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",77024.44954
1976,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.331243376
1976,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",171479.3061
1976,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.400070367
1976,"Intermediate goods: Feed and seed: Quantity (million, $2015)",79920.2174
1976,"Intermediate goods: Energy: Price (index, 2015=1)",0.140405735
1976,"Intermediate goods: Energy: Quantity (million, $2015)",33908.78946
1976,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.300652306
1976,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",21513.22265
1976,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.777512856
1976,"Intermediate goods: Pesticides: Quantity (million, $2015)",2711.209188
1976,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.263704572
1976,"Intermediate goods: Purchased services: Quantity (million, $2015)",40025.42309
1976,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.271869875
1976,"Intermediate goods: Other intermediate: Quantity (million, $2015)",3442.080515
1977,"Total output: Price (index, 2015=1)",0.457454814
1977,"Total output: Quantity (million, $2015)",241137.22
1977,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.380948649
1977,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",105675.1406
1977,"Livestock and products: Meat animals: Price (index, 2015=1)",0.29347525
1977,"Livestock and products: Meat animals: Quantity (million, $2015)",68882.34568
1977,"Livestock and products: Dairy: Price (index, 2015=1)",0.570859232
1977,"Livestock and products: Dairy: Quantity (million, $2015)",20586.03826
1977,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.431371638
1977,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",16720.93242
1977,"Crops: All crops: Price (index, 2015=1)",0.525586757
1977,"Crops: All crops: Quantity (million, $2015)",126588.4713
1977,"Crops: Food grains: Price (index, 2015=1)",0.56577785
1977,"Crops: Food grains: Quantity (million, $2015)",11534.88339
1977,"Crops: Feed crops: Price (index, 2015=1)",0.499938595
1977,"Crops: Feed crops: Quantity (million, $2015)",52746.55802
1977,"Crops: Oil crops: Price (index, 2015=1)",0.670258741
1977,"Crops: Oil crops: Quantity (million, $2015)",18852.32877
1977,"Crops: Vegetables and melons: Price (index, 2015=1)",0.405287219
1977,"Crops: Vegetables and melons: Quantity (million, $2015)",13850.7534
1977,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.284777342
1977,"Crops: Fruits and tree nuts: Quantity (million, $2015)",16165.03252
1977,"Crops: Other crops 2/: Price (index, 2015=1)",0.606653157
1977,"Crops: Other crops 2/: Quantity (million, $2015)",17367.96689
1977,"Farm-related output 3/: Price (index, 2015=1)",0.315503936
1977,"Farm-related output 3/: Quantity (million, $2015)",11154.71346
1977,"Total farm inputs: Price (index, 2015=1)",0.274721291
1977,"Total farm inputs: Quantity (million, $2015)",401531.9728
1977,"Capital: All capital: Price (index, 2015=1)",0.275899849
1977,"Capital: All capital: Quantity (million, $2015)",119886.4497
1977,"Capital: Durable equipment: Price (index, 2015=1)",0.272894907
1977,"Capital: Durable equipment: Quantity (million, $2015)",32420.08771
1977,"Capital: Service buildings: Price (index, 2015=1)",0.26979722
1977,"Capital: Service buildings: Quantity (million, $2015)",8941.798118
1977,"Capital: Land: Price (index, 2015=1)",0.319492266
1977,"Capital: Land: Quantity (million, $2015)",65611.17939
1977,"Capital: Inventories: Price (index, 2015=1)",0.160965878
1977,"Capital: Inventories: Quantity (million, $2015)",5309.447847
1977,"Labor: All labor: Price (index, 2015=1)",0.180484441
1977,"Labor: All labor: Quantity (million, $2015)",117572.8475
1977,"Labor: Hired labor: Price (index, 2015=1)",0.184734355
1977,"Labor: Hired labor: Quantity (million, $2015)",42612.8059
1977,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.178378846
1977,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",74829.61565
1977,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.338312077
1977,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",165565.0589
1977,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.384736173
1977,"Intermediate goods: Feed and seed: Quantity (million, $2015)",76645.19192
1977,"Intermediate goods: Energy: Price (index, 2015=1)",0.152354416
1977,"Intermediate goods: Energy: Quantity (million, $2015)",35607.76018
1977,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.351451734
1977,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",18577.23085
1977,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.830644327
1977,"Intermediate goods: Pesticides: Quantity (million, $2015)",2333.128558
1977,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.28232261
1977,"Intermediate goods: Purchased services: Quantity (million, $2015)",41206.81207
1977,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.292326109
1977,"Intermediate goods: Other intermediate: Quantity (million, $2015)",3416.961298
1978,"Total output: Price (index, 2015=1)",0.513114297
1978,"Total output: Quantity (million, $2015)",244214.7766
1978,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.466963957
1978,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",104364.9949
1978,"Livestock and products: Meat animals: Price (index, 2015=1)",0.39884822
1978,"Livestock and products: Meat animals: Quantity (million, $2015)",66738.25649
1978,"Livestock and products: Dairy: Price (index, 2015=1)",0.623482736
1978,"Livestock and products: Dairy: Quantity (million, $2015)",20408.06148
1978,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.464427852
1978,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",17464.25622
1978,"Crops: All crops: Price (index, 2015=1)",0.557504139
1978,"Crops: All crops: Quantity (million, $2015)",129918.7007
1978,"Crops: Food grains: Price (index, 2015=1)",0.660473042
1978,"Crops: Food grains: Quantity (million, $2015)",10791.22268
1978,"Crops: Feed crops: Price (index, 2015=1)",0.504596734
1978,"Crops: Feed crops: Quantity (million, $2015)",56658.11032
1978,"Crops: Oil crops: Price (index, 2015=1)",0.679671981
1978,"Crops: Oil crops: Quantity (million, $2015)",19905.9289
1978,"Crops: Vegetables and melons: Price (index, 2015=1)",0.423937833
1978,"Crops: Vegetables and melons: Quantity (million, $2015)",14465.76992
1978,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.359686817
1978,"Crops: Fruits and tree nuts: Quantity (million, $2015)",16024.72129
1978,"Crops: Other crops 2/: Price (index, 2015=1)",0.673067229
1978,"Crops: Other crops 2/: Quantity (million, $2015)",16403.68238
1978,"Farm-related output 3/: Price (index, 2015=1)",0.348857052
1978,"Farm-related output 3/: Quantity (million, $2015)",11882.19924
1978,"Total farm inputs: Price (index, 2015=1)",0.291380764
1978,"Total farm inputs: Quantity (million, $2015)",430056.1628
1978,"Capital: All capital: Price (index, 2015=1)",0.306688361
